date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:07	21829/21829	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2012:57:53%20GMT	https://www.vinayakautomation.com/incremental-encoders.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/incremental-encoders.html	(from https://www.vinayakautomation.com/)
14:21:07	24028/24028	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202020%2005:15:26%20GMT	https://www.vinayakautomation.com/conveyor-safety-switches.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/conveyor-safety-switches.html	(from https://www.vinayakautomation.com/)
14:21:08	53582/53582	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202020%2005:29:33%20GMT	https://www.vinayakautomation.com/field-instruments.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/field-instruments.html	(from https://www.vinayakautomation.com/)
14:21:08	21153/21153	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202020%2005:40:44%20GMT	https://www.vinayakautomation.com/control-panels.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/control-panels.html	(from https://www.vinayakautomation.com/)
14:21:08	71153/71153	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202020%2006:05:01%20GMT	https://www.vinayakautomation.com/ac-dc-motors.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/ac-dc-motors.html	(from https://www.vinayakautomation.com/)
14:21:10	22033/22033	---M-Z	200	added ('OK')	text/html	date:Tue,%2008%20Apr%202025%2008:51:10%20GMT	https://www.vinayakautomation.com/contact.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/contact.html	(from https://www.vinayakautomation.com/)
14:21:11	455435/455435	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/images/slider/home1.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/slider/home1.jpg	(from https://www.vinayakautomation.com/)
14:21:11	707387/707387	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/images/slider/steel.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/slider/steel.jpg	(from https://www.vinayakautomation.com/)
14:21:12	543565/543565	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/slider/Cement-Industry-Industrial-Fans.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/slider/Cement-Industry-Industrial-Fans.jpg	(from https://www.vinayakautomation.com/)
14:21:12	535954/535954	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/images/slider/water.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/slider/water.jpg	(from https://www.vinayakautomation.com/)
14:21:12	473225/473225	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/images/slider/pharma-chemical-erp.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/slider/pharma-chemical-erp.jpg	(from https://www.vinayakautomation.com/)
14:21:12	47235/47235	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:20:19%20GMT	https://www.vinayakautomation.com/drives-and-automation-detail.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/drives-and-automation-detail.html	(from https://www.vinayakautomation.com/)
14:21:13	59504/59504	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:42%20GMT	https://www.vinayakautomation.com/images/services/Emotron-VSX.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/Emotron-VSX.jpg	(from https://www.vinayakautomation.com/)
14:21:13	91536/91536	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:42%20GMT	https://www.vinayakautomation.com/images/services/plc-system-hmi-renu-make-500x500.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/plc-system-hmi-renu-make-500x500.jpg	(from https://www.vinayakautomation.com/)
14:21:13	68256/68256	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:42%20GMT	https://www.vinayakautomation.com/images/services/ps.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/ps.jpg	(from https://www.vinayakautomation.com/)
14:21:14	30779/30779	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/amrutanjan.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/amrutanjan.jpg	(from https://www.vinayakautomation.com/)
14:21:14	25538/25538	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/apgenco.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/apgenco.jpg	(from https://www.vinayakautomation.com/)
14:21:14	31573/31573	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/atomic.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/atomic.jpg	(from https://www.vinayakautomation.com/)
14:21:15	23734/23734	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/aurobindo.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/aurobindo.jpg	(from https://www.vinayakautomation.com/)
14:21:15	24532/24532	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/bambino.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/bambino.jpg	(from https://www.vinayakautomation.com/)
14:21:15	29120/29120	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/bhel.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/bhel.jpg	(from https://www.vinayakautomation.com/)
14:21:16	25013/25013	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/brilliant.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/brilliant.jpg	(from https://www.vinayakautomation.com/)
14:21:17	18214/18214	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/deccan.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/deccan.jpg	(from https://www.vinayakautomation.com/)
14:21:17	23987/23987	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/deviseafood.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/deviseafood.jpg	(from https://www.vinayakautomation.com/)
14:21:18	24686/24686	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/dukes.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/dukes.jpg	(from https://www.vinayakautomation.com/)
14:21:18	20670/20670	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/dynas.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/dynas.jpg	(from https://www.vinayakautomation.com/)
14:21:18	20313/20313	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/emmennar.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/emmennar.jpg	(from https://www.vinayakautomation.com/)
14:21:19	26128/26128	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/fortunearrt.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/fortunearrt.jpg	(from https://www.vinayakautomation.com/)
14:21:19	26802/26802	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/gayatri.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/gayatri.jpg	(from https://www.vinayakautomation.com/)
14:21:19	22246/22246	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/granules.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/granules.jpg	(from https://www.vinayakautomation.com/)
14:21:20	23271/23271	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/hetero.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/hetero.jpg	(from https://www.vinayakautomation.com/)
14:21:20	22719/22719	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/hyderabad.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/hyderabad.jpg	(from https://www.vinayakautomation.com/)
14:21:20	23364/23364	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/hygro.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/hygro.jpg	(from https://www.vinayakautomation.com/)
14:21:21	25966/25966	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/indian-cement.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/indian-cement.jpg	(from https://www.vinayakautomation.com/)
14:21:21	22333/22333	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/jsw.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/jsw.jpg	(from https://www.vinayakautomation.com/)
14:21:21	28965/28965	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/kcp.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/kcp.jpg	(from https://www.vinayakautomation.com/)
14:21:22	20640/20640	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/medreich.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/medreich.jpg	(from https://www.vinayakautomation.com/)
14:21:22	26548/26548	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/megha.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/megha.jpg	(from https://www.vinayakautomation.com/)
14:21:22	25504/25504	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/meiji.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/meiji.jpg	(from https://www.vinayakautomation.com/)
14:21:23	21182/21182	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/mylan.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/mylan.jpg	(from https://www.vinayakautomation.com/)
14:21:23	27162/27162	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/ncc.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/ncc.jpg	(from https://www.vinayakautomation.com/)
14:21:23	28321/28321	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/neuland.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/neuland.jpg	(from https://www.vinayakautomation.com/)
14:21:24	32324/32324	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/ntpc.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/ntpc.jpg	(from https://www.vinayakautomation.com/)
14:21:24	18469/18469	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/penna.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/penna.jpg	(from https://www.vinayakautomation.com/)
14:21:24	20328/20328	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/pennar.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/pennar.jpg	(from https://www.vinayakautomation.com/)
14:21:25	22254/22254	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/pepe.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/pepe.jpg	(from https://www.vinayakautomation.com/)
14:21:25	29039/29039	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/renewsys.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/renewsys.jpg	(from https://www.vinayakautomation.com/)
14:21:25	35926/35926	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/sccl.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/sccl.jpg	(from https://www.vinayakautomation.com/)
14:21:26	20844/20844	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/toshiba.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/toshiba.jpg	(from https://www.vinayakautomation.com/)
14:21:26	22660/22660	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/treff.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/treff.jpg	(from https://www.vinayakautomation.com/)
14:21:27	33503/33503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/tspgc.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/tspgc.jpg	(from https://www.vinayakautomation.com/)
14:21:27	26802/26802	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/ucil.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/ucil.jpg	(from https://www.vinayakautomation.com/)
14:21:27	24752/24752	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/vertex.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/vertex.jpg	(from https://www.vinayakautomation.com/)
14:21:28	19369/19369	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2005:31:44%20GMT	https://www.vinayakautomation.com/images/services/client/zen.jpg	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/services/client/zen.jpg	(from https://www.vinayakautomation.com/)
14:21:28	3671/3671	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2005:31:40%20GMT	https://www.vinayakautomation.com/images/icon3.png	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/icon3.png	(from https://www.vinayakautomation.com/)
14:21:28	32534/32534	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Jan%202020%2005:31:40%20GMT	https://www.vinayakautomation.com/images/vinayak-automation-products-logo-120x120.png	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/images/vinayak-automation-products-logo-120x120.png	(from https://www.vinayakautomation.com/)
14:21:29	29379/29379	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Feb%202020%2005:18:05%20GMT	https://www.vinayakautomation.com/process-control-instruments.html	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/process-control-instruments.html	(from https://www.vinayakautomation.com/)
14:21:29	15514/15514	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/modernizr-2.8.3.min.js	(from https://www.vinayakautomation.com/)
14:21:29	84344/84344	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/jquery.min.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/jquery.min.js	(from https://www.vinayakautomation.com/)
14:21:30	37045/37045	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/bootstrap.min.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/bootstrap.min.js	(from https://www.vinayakautomation.com/)
14:21:30	6677/6677	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/jquery.nav.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/jquery.nav.js	(from https://www.vinayakautomation.com/)
14:21:31	40491/40491	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/owl.carousel.min.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/owl.carousel.min.js	(from https://www.vinayakautomation.com/)
14:21:31	41953/41953	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/slick.min.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/slick.min.js	(from https://www.vinayakautomation.com/)
14:21:31	35313/35313	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Jan%202020%2005:31:46%20GMT	https://www.vinayakautomation.com/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/VinayakAutomationProducts/www.vinayakautomation.com/js/isotope.pkgd.min.js	(from https://www.vinayakautomation.com/)
